model_type,variant,prompt_idx,seed,positive_prompt,negative_prompt,clip_positive,clip_negative
dmd,dd_with_neg,4,2025,A photo of a person,bright lighting,0.23793047666549683,0.19153237342834473
dmd,dd_baseline,5,42,A photo of a person,dark lighting,0.25986772775650024,0.23874424397945404
dmd,dd_with_neg,5,42,A photo of a person,dark lighting,0.23759964108467102,0.18852001428604126
dmd,dd_baseline,5,1337,A photo of a person,dark lighting,0.2498343288898468,0.21945130825042725
dmd,dd_with_neg,5,1337,A photo of a person,dark lighting,0.2782266139984131,0.18827596306800842
dmd,dd_baseline,5,2025,A photo of a person,dark lighting,0.2583581209182739,0.23991698026657104
dmd,dd_with_neg,5,2025,A photo of a person,dark lighting,0.24798500537872314,0.20300078392028809
dmd,dd_baseline,6,42,A photo of a pet,dog,0.25968289375305176,0.23821613192558289
dmd,dd_with_neg,6,42,A photo of a pet,dog,0.2641381025314331,0.2248675525188446
dmd,dd_baseline,6,1337,A photo of a pet,dog,0.2717030346393585,0.21662405133247375
dmd,dd_with_neg,6,1337,A photo of a pet,dog,0.27415940165519714,0.2114867866039276
dmd,dd_baseline,6,2025,A photo of a pet,dog,0.2548864185810089,0.22387832403182983
dmd,dd_with_neg,6,2025,A photo of a pet,dog,0.2695661783218384,0.2050594985485077
dmd,dd_baseline,7,42,A photo of a pet,cat,0.2475501000881195,0.26363176107406616
dmd,dd_with_neg,7,42,A photo of a pet,cat,0.25232088565826416,0.2713626027107239
dmd,dd_baseline,7,1337,A photo of a pet,cat,0.2646912932395935,0.26817506551742554
dmd,dd_with_neg,7,1337,A photo of a pet,cat,0.27664169669151306,0.19638797640800476
dmd,dd_baseline,7,2025,A photo of a pet,cat,0.24130700528621674,0.25408750772476196
dmd,dd_with_neg,7,2025,A photo of a pet,cat,0.2720792889595032,0.2692706286907196
dmd,dd_baseline,8,42,A photo from the 1960s,colour,0.201934814453125,0.20659705996513367
dmd,dd_with_neg,8,42,A photo from the 1960s,colour,0.2249899059534073,0.1933908313512802
dmd,dd_baseline,8,1337,A photo from the 1960s,colour,0.1843586564064026,0.1846887171268463
dmd,dd_with_neg,8,1337,A photo from the 1960s,colour,0.21823260188102722,0.20202955603599548
dmd,dd_baseline,8,2025,A photo from the 1960s,colour,0.26416224241256714,0.198281392455101
dmd,dd_with_neg,8,2025,A photo from the 1960s,colour,0.2669994831085205,0.2101750373840332
dmd,dd_baseline,9,42,A photo from the 1960s,black and white,0.20392026007175446,0.23784448206424713
dmd,dd_with_neg,9,42,A photo from the 1960s,black and white,0.21410000324249268,0.18917568027973175
dmd,dd_baseline,9,1337,A photo from the 1960s,black and white,0.19259577989578247,0.23159869015216827
dmd,dd_with_neg,9,1337,A photo from the 1960s,black and white,0.18621917068958282,0.21220073103904724
dmd,dd_baseline,9,2025,A photo from the 1960s,black and white,0.26235947012901306,0.2173965573310852
dmd,dd_with_neg,9,2025,A photo from the 1960s,black and white,0.1825917661190033,0.17996473610401154
dmd,dd_baseline,10,42,A still painting of fruits,grapes,0.3252844512462616,0.2367945909500122
dmd,dd_with_neg,10,42,A still painting of fruits,grapes,0.3473188281059265,0.26019468903541565
dmd,dd_baseline,10,1337,A still painting of fruits,grapes,0.26744765043258667,0.2355109453201294
dmd,dd_with_neg,10,1337,A still painting of fruits,grapes,0.3362047076225281,0.25551173090934753
dmd,dd_baseline,10,2025,A still painting of fruits,grapes,0.3168259263038635,0.23336167633533478
dmd,dd_with_neg,10,2025,A still painting of fruits,grapes,0.35301703214645386,0.23943103849887848
dmd,dd_baseline,11,42,A still painting of fruits,apples,0.32526183128356934,0.27454936504364014
dmd,dd_with_neg,11,42,A still painting of fruits,apples,0.3389206528663635,0.26749056577682495
dmd,dd_baseline,11,1337,A still painting of fruits,apples,0.3012678325176239,0.28792354464530945
dmd,dd_with_neg,11,1337,A still painting of fruits,apples,0.3307846784591675,0.25507405400276184
dmd,dd_baseline,11,2025,A still painting of fruits,apples,0.32071900367736816,0.2474001944065094
dmd,dd_with_neg,11,2025,A still painting of fruits,apples,0.347398579120636,0.2637450695037842
dmd,dd_baseline,12,42,A landscape,mountains,0.2554718554019928,0.22259177267551422
dmd,dd_with_neg,12,42,A landscape,mountains,0.2806646227836609,0.21140335500240326
dmd,dd_baseline,12,1337,A landscape,mountains,0.24331237375736237,0.20598426461219788
dmd,dd_with_neg,12,1337,A landscape,mountains,0.2934090197086334,0.23163564503192902
dmd,dd_baseline,12,2025,A landscape,mountains,0.3171219825744629,0.22091054916381836
dmd,dd_with_neg,12,2025,A landscape,mountains,0.3030051589012146,0.2297409325838089
dmd,dd_baseline,13,42,A landscape,trees,0.2598811089992523,0.2256428599357605
dmd,dd_with_neg,13,42,A landscape,trees,0.2842024564743042,0.2175726294517517
dmd,dd_baseline,13,1337,A landscape,trees,0.26785123348236084,0.22555473446846008
dmd,dd_with_neg,13,1337,A landscape,trees,0.26601606607437134,0.22750556468963623
dmd,dd_baseline,13,2025,A landscape,trees,0.31529778242111206,0.2395855039358139
dmd,dd_with_neg,13,2025,A landscape,trees,0.29030850529670715,0.2348644733428955
dmd,dd_baseline,14,42,A room with furniture,window,0.29695749282836914,0.2004818320274353
dmd,dd_with_neg,14,42,A room with furniture,window,0.2830567955970764,0.20630471408367157
dmd,dd_baseline,14,1337,A room with furniture,window,0.28432637453079224,0.197952538728714
dmd,dd_with_neg,14,1337,A room with furniture,window,0.2660476565361023,0.20627310872077942
dmd,dd_baseline,14,2025,A room with furniture,window,0.2867515981197357,0.2094103842973709
dmd,dd_with_neg,14,2025,A room with furniture,window,0.2674376666545868,0.17827580869197845
dmd,dd_baseline,15,42,A room with furniture,bed,0.292765736579895,0.214052215218544
dmd,dd_with_neg,15,42,A room with furniture,bed,0.2901904582977295,0.251942902803421
dmd,dd_baseline,15,1337,A room with furniture,bed,0.27701902389526367,0.27289825677871704
dmd,dd_with_neg,15,1337,A room with furniture,bed,0.2838971018791199,0.26503393054008484
dmd,dd_baseline,15,2025,A room with furniture,bed,0.28868740797042847,0.21620333194732666
dmd,dd_with_neg,15,2025,A room with furniture,bed,0.2719328701496124,0.18844445049762726
hyper,dd_baseline,0,42,A photo of a person,male,0.2728889286518097,0.2270652949810028
hyper,dd_with_neg,0,42,A photo of a person,male,0.24910065531730652,0.18999874591827393
hyper,dd_baseline,0,1337,A photo of a person,male,0.25867223739624023,0.22930076718330383
hyper,dd_with_neg,0,1337,A photo of a person,male,0.27018553018569946,0.22855839133262634
hyper,dd_baseline,0,2025,A photo of a person,male,0.26296544075012207,0.20889340341091156
hyper,dd_with_neg,0,2025,A photo of a person,male,0.23696322739124298,0.16883984208106995
hyper,dd_baseline,1,42,A photo of a person,female,0.2728889286518097,0.2063957154750824
hyper,dd_with_neg,1,42,A photo of a person,female,0.3013761639595032,0.20747433602809906
hyper,dd_baseline,1,1337,A photo of a person,female,0.25867223739624023,0.2205072045326233
hyper,dd_with_neg,1,1337,A photo of a person,female,0.26253512501716614,0.20303033292293549
hyper,dd_baseline,1,2025,A photo of a person,female,0.26296544075012207,0.17579054832458496
hyper,dd_with_neg,1,2025,A photo of a person,female,0.23770537972450256,0.1757512390613556
hyper,dd_baseline,2,42,A photo of a person,old,0.2728889286518097,0.22745701670646667
hyper,dd_with_neg,2,42,A photo of a person,old,0.23423370718955994,0.1973266899585724
hyper,dd_baseline,2,1337,A photo of a person,old,0.25867223739624023,0.21735981106758118
hyper,dd_with_neg,2,1337,A photo of a person,old,0.2383110076189041,0.19651830196380615
hyper,dd_baseline,2,2025,A photo of a person,old,0.26296544075012207,0.21804752945899963
hyper,dd_with_neg,2,2025,A photo of a person,old,0.25854021310806274,0.20804788172245026
hyper,dd_baseline,3,42,A photo of a person,young,0.2728889286518097,0.21114975214004517
hyper,dd_with_neg,3,42,A photo of a person,young,0.27806127071380615,0.21173739433288574
hyper,dd_baseline,3,1337,A photo of a person,young,0.25867223739624023,0.21094973385334015
hyper,dd_with_neg,3,1337,A photo of a person,young,0.26366156339645386,0.20630860328674316
hyper,dd_baseline,3,2025,A photo of a person,young,0.26296544075012207,0.2010834515094757
hyper,dd_with_neg,3,2025,A photo of a person,young,0.26577743887901306,0.20994898676872253
hyper,dd_baseline,4,42,A photo of a person,bright lighting,0.2728889286518097,0.16981728374958038
hyper,dd_with_neg,4,42,A photo of a person,bright lighting,0.2795593738555908,0.15656888484954834
hyper,dd_baseline,4,1337,A photo of a person,bright lighting,0.25867223739624023,0.16178488731384277
hyper,dd_with_neg,4,1337,A photo of a person,bright lighting,0.2514902949333191,0.1771341860294342
hyper,dd_baseline,4,2025,A photo of a person,bright lighting,0.26296544075012207,0.16515392065048218
hyper,dd_with_neg,4,2025,A photo of a person,bright lighting,0.27125051617622375,0.1643221378326416
hyper,dd_baseline,5,42,A photo of a person,dark lighting,0.2728889286518097,0.19174206256866455
hyper,dd_with_neg,5,42,A photo of a person,dark lighting,0.2946622669696808,0.18312618136405945
hyper,dd_baseline,5,1337,A photo of a person,dark lighting,0.25867223739624023,0.1904168426990509
hyper,dd_with_neg,5,1337,A photo of a person,dark lighting,0.2788829207420349,0.17440862953662872
hyper,dd_baseline,5,2025,A photo of a person,dark lighting,0.26296544075012207,0.18536975979804993
hyper,dd_with_neg,5,2025,A photo of a person,dark lighting,0.24463973939418793,0.17214614152908325
hyper,dd_baseline,6,42,A photo of a pet,dog,0.29245540499687195,0.24640291929244995
hyper,dd_with_neg,6,42,A photo of a pet,dog,0.28235387802124023,0.2503320574760437
hyper,dd_baseline,6,1337,A photo of a pet,dog,0.27032554149627686,0.25805190205574036
hyper,dd_with_neg,6,1337,A photo of a pet,dog,0.2569567859172821,0.2163238227367401
hyper,dd_baseline,6,2025,A photo of a pet,dog,0.291221559047699,0.2512355446815491
hyper,dd_with_neg,6,2025,A photo of a pet,dog,0.24959519505500793,0.24543485045433044
hyper,dd_baseline,7,42,A photo of a pet,cat,0.29245540499687195,0.18262766301631927
hyper,dd_with_neg,7,42,A photo of a pet,cat,0.2852834463119507,0.16985107958316803
hyper,dd_baseline,7,1337,A photo of a pet,cat,0.27032554149627686,0.18823102116584778
hyper,dd_with_neg,7,1337,A photo of a pet,cat,0.26541680097579956,0.18424788117408752
hyper,dd_baseline,7,2025,A photo of a pet,cat,0.291221559047699,0.18535840511322021
hyper,dd_with_neg,7,2025,A photo of a pet,cat,0.2732961177825928,0.21070685982704163
hyper,dd_baseline,8,42,A photo from the 1960s,colour,0.24529170989990234,0.1635676622390747
hyper,dd_with_neg,8,42,A photo from the 1960s,colour,0.2376251518726349,0.17109599709510803
hyper,dd_baseline,8,1337,A photo from the 1960s,colour,0.2456560879945755,0.17855899035930634
hyper,dd_with_neg,8,1337,A photo from the 1960s,colour,0.22092431783676147,0.18447279930114746
hyper,dd_baseline,8,2025,A photo from the 1960s,colour,0.272614985704422,0.18292087316513062
hyper,dd_with_neg,8,2025,A photo from the 1960s,colour,0.2768641710281372,0.18587163090705872
hyper,dd_baseline,9,42,A photo from the 1960s,black and white,0.24529170989990234,0.16821037232875824
hyper,dd_with_neg,9,42,A photo from the 1960s,black and white,0.22557783126831055,0.14715251326560974
hyper,dd_baseline,9,1337,A photo from the 1960s,black and white,0.2456560879945755,0.16419532895088196
hyper,dd_with_neg,9,1337,A photo from the 1960s,black and white,0.2657800316810608,0.16716918349266052
hyper,dd_baseline,9,2025,A photo from the 1960s,black and white,0.272614985704422,0.19760273396968842
hyper,dd_with_neg,9,2025,A photo from the 1960s,black and white,0.2961842119693756,0.16501416265964508
hyper,dd_baseline,10,42,A still painting of fruits,grapes,0.3150056004524231,0.24280959367752075
hyper,dd_with_neg,10,42,A still painting of fruits,grapes,0.32947587966918945,0.23714041709899902
hyper,dd_baseline,10,1337,A still painting of fruits,grapes,0.35093867778778076,0.2846360206604004
hyper,dd_with_neg,10,1337,A still painting of fruits,grapes,0.35558778047561646,0.2443649023771286
hyper,dd_baseline,10,2025,A still painting of fruits,grapes,0.33507463335990906,0.23937755823135376
hyper,dd_with_neg,10,2025,A still painting of fruits,grapes,0.3314199447631836,0.2293819785118103
hyper,dd_baseline,11,42,A still painting of fruits,apples,0.3150056004524231,0.25668489933013916
hyper,dd_with_neg,11,42,A still painting of fruits,apples,0.33141639828681946,0.22383329272270203
hyper,dd_baseline,11,1337,A still painting of fruits,apples,0.35093867778778076,0.2696358859539032
hyper,dd_with_neg,11,1337,A still painting of fruits,apples,0.34638047218322754,0.2265177071094513
hyper,dd_baseline,11,2025,A still painting of fruits,apples,0.33507463335990906,0.26036497950553894
hyper,dd_with_neg,11,2025,A still painting of fruits,apples,0.3188339173793793,0.225103959441185
hyper,dd_baseline,12,42,A landscape,mountains,0.31285297870635986,0.25394976139068604
hyper,dd_with_neg,12,42,A landscape,mountains,0.2931777834892273,0.20708340406417847
hyper,dd_baseline,12,1337,A landscape,mountains,0.3057493567466736,0.21752402186393738
hyper,dd_with_neg,12,1337,A landscape,mountains,0.28153249621391296,0.1910960078239441
hyper,dd_baseline,12,2025,A landscape,mountains,0.3082088530063629,0.2253236472606659
hyper,dd_with_neg,12,2025,A landscape,mountains,0.293937623500824,0.20630118250846863
hyper,dd_baseline,13,42,A landscape,trees,0.31285297870635986,0.2337050437927246
hyper,dd_with_neg,13,42,A landscape,trees,0.2960360050201416,0.21053361892700195
hyper,dd_baseline,13,1337,A landscape,trees,0.3057493567466736,0.2640148997306824
hyper,dd_with_neg,13,1337,A landscape,trees,0.2854892611503601,0.2262853980064392
hyper,dd_baseline,13,2025,A landscape,trees,0.3082088530063629,0.2693765163421631
hyper,dd_with_neg,13,2025,A landscape,trees,0.30196109414100647,0.20921555161476135
hyper,dd_baseline,14,42,A room with furniture,window,0.26990464329719543,0.2119038850069046
hyper,dd_with_neg,14,42,A room with furniture,window,0.2678372859954834,0.17461997270584106
hyper,dd_baseline,14,1337,A room with furniture,window,0.2787145674228668,0.2055283933877945
hyper,dd_with_neg,14,1337,A room with furniture,window,0.2544867992401123,0.16578227281570435
hyper,dd_baseline,14,2025,A room with furniture,window,0.27331119775772095,0.19634325802326202
hyper,dd_with_neg,14,2025,A room with furniture,window,0.2696988582611084,0.19304010272026062
hyper,dd_baseline,15,42,A room with furniture,bed,0.26990464329719543,0.18989065289497375
hyper,dd_with_neg,15,42,A room with furniture,bed,0.26426857709884644,0.19117367267608643
hyper,dd_baseline,15,1337,A room with furniture,bed,0.2787145674228668,0.20000025629997253
hyper,dd_with_neg,15,1337,A room with furniture,bed,0.2777121067047119,0.19560737907886505
hyper,dd_baseline,15,2025,A room with furniture,bed,0.27331119775772095,0.19073468446731567
hyper,dd_with_neg,15,2025,A room with furniture,bed,0.281486451625824,0.17377132177352905
lcm,dd_baseline,0,42,A photo of a person,male,0.2804819345474243,0.21240048110485077
lcm,dd_with_neg,0,42,A photo of a person,male,0.26514244079589844,0.20959950983524323
lcm,dd_baseline,0,1337,A photo of a person,male,0.23601818084716797,0.20766416192054749
lcm,dd_with_neg,0,1337,A photo of a person,male,0.26690205931663513,0.20601770281791687
lcm,dd_baseline,0,2025,A photo of a person,male,0.26468944549560547,0.20017863810062408
lcm,dd_with_neg,0,2025,A photo of a person,male,0.25783517956733704,0.18318164348602295
lcm,dd_baseline,1,42,A photo of a person,female,0.2715131342411041,0.19092805683612823
lcm,dd_with_neg,1,42,A photo of a person,female,0.2428506314754486,0.15021108090877533
lcm,dd_baseline,1,1337,A photo of a person,female,0.25216564536094666,0.18463514745235443
lcm,dd_with_neg,1,1337,A photo of a person,female,0.2571121156215668,0.18032778799533844
lcm,dd_baseline,1,2025,A photo of a person,female,0.27249547839164734,0.18974803388118744
lcm,dd_with_neg,1,2025,A photo of a person,female,0.2790660262107849,0.18417614698410034
lcm,dd_baseline,2,42,A photo of a person,old,0.27443861961364746,0.23742637038230896
lcm,dd_with_neg,2,42,A photo of a person,old,0.24989168345928192,0.21052411198616028
lcm,dd_baseline,2,1337,A photo of a person,old,0.2601993680000305,0.23803281784057617
lcm,dd_with_neg,2,1337,A photo of a person,old,0.2686780095100403,0.23055312037467957
lcm,dd_baseline,2,2025,A photo of a person,old,0.2661781311035156,0.2242361605167389
lcm,dd_with_neg,2,2025,A photo of a person,old,0.2594275176525116,0.21098096668720245
lcm,dd_baseline,3,42,A photo of a person,young,0.26466965675354004,0.2237229347229004
lcm,dd_with_neg,3,42,A photo of a person,young,0.2223537266254425,0.20711971819400787
lcm,dd_baseline,3,1337,A photo of a person,young,0.25721246004104614,0.22013098001480103
lcm,dd_with_neg,3,1337,A photo of a person,young,0.25516951084136963,0.2417789101600647
lcm,dd_baseline,3,2025,A photo of a person,young,0.2553819715976715,0.22937417030334473
lcm,dd_with_neg,3,2025,A photo of a person,young,0.26341676712036133,0.23379310965538025
lcm,dd_baseline,4,42,A photo of a person,bright lighting,0.2695080637931824,0.2269812524318695
lcm,dd_with_neg,4,42,A photo of a person,bright lighting,0.23993168771266937,0.19453167915344238
lcm,dd_baseline,4,1337,A photo of a person,bright lighting,0.2667081356048584,0.18727289140224457
lcm,dd_with_neg,4,1337,A photo of a person,bright lighting,0.25899431109428406,0.2031956911087036
lcm,dd_baseline,4,2025,A photo of a person,bright lighting,0.26985448598861694,0.20981839299201965
lcm,dd_with_neg,4,2025,A photo of a person,bright lighting,0.2750612795352936,0.20818665623664856
lcm,dd_baseline,5,42,A photo of a person,dark lighting,0.26404374837875366,0.24495849013328552
lcm,dd_with_neg,5,42,A photo of a person,dark lighting,0.2518661618232727,0.21338871121406555
lcm,dd_baseline,5,1337,A photo of a person,dark lighting,0.2551458477973938,0.21312397718429565
lcm,dd_with_neg,5,1337,A photo of a person,dark lighting,0.2705743908882141,0.21071571111679077
lcm,dd_baseline,5,2025,A photo of a person,dark lighting,0.26097092032432556,0.2301761358976364
lcm,dd_with_neg,5,2025,A photo of a person,dark lighting,0.2712520658969879,0.22749324142932892
lcm,dd_baseline,6,42,A photo of a pet,dog,0.24023842811584473,0.2213965356349945
lcm,dd_with_neg,6,42,A photo of a pet,dog,0.2917122542858124,0.2548665404319763
lcm,dd_baseline,6,1337,A photo of a pet,dog,0.27306750416755676,0.24503497779369354
lcm,dd_with_neg,6,1337,A photo of a pet,dog,0.2719905972480774,0.2575586438179016
lcm,dd_baseline,6,2025,A photo of a pet,dog,0.27416786551475525,0.27601271867752075
lcm,dd_with_neg,6,2025,A photo of a pet,dog,0.26762855052948,0.21342600882053375
lcm,dd_baseline,7,42,A photo of a pet,cat,0.23056617379188538,0.20824997127056122
lcm,dd_with_neg,7,42,A photo of a pet,cat,0.2763523459434509,0.2791687548160553
lcm,dd_baseline,7,1337,A photo of a pet,cat,0.26615673303604126,0.26649513840675354
lcm,dd_with_neg,7,1337,A photo of a pet,cat,0.28501200675964355,0.20241005718708038
lcm,dd_baseline,7,2025,A photo of a pet,cat,0.2793976068496704,0.28428423404693604
lcm,dd_with_neg,7,2025,A photo of a pet,cat,0.2735693156719208,0.22255729138851166
lcm,dd_baseline,8,42,A photo from the 1960s,colour,0.2068590223789215,0.20749452710151672
lcm,dd_with_neg,8,42,A photo from the 1960s,colour,0.22569414973258972,0.2015897035598755
lcm,dd_baseline,8,1337,A photo from the 1960s,colour,0.18385207653045654,0.20053550601005554
lcm,dd_with_neg,8,1337,A photo from the 1960s,colour,0.20963764190673828,0.21410644054412842
lcm,dd_baseline,8,2025,A photo from the 1960s,colour,0.2508555054664612,0.18528872728347778
lcm,dd_with_neg,8,2025,A photo from the 1960s,colour,0.23420149087905884,0.20487552881240845
lcm,dd_baseline,9,42,A photo from the 1960s,black and white,0.21490952372550964,0.2274380326271057
lcm,dd_with_neg,9,42,A photo from the 1960s,black and white,0.2325819432735443,0.23452699184417725
lcm,dd_baseline,9,1337,A photo from the 1960s,black and white,0.18851882219314575,0.21653789281845093
lcm,dd_with_neg,9,1337,A photo from the 1960s,black and white,0.20704124867916107,0.20503203570842743
lcm,dd_baseline,9,2025,A photo from the 1960s,black and white,0.24990765750408173,0.19977805018424988
lcm,dd_with_neg,9,2025,A photo from the 1960s,black and white,0.24823299050331116,0.1978708654642105
lcm,dd_baseline,10,42,A still painting of fruits,grapes,0.3550359606742859,0.2591342031955719
lcm,dd_with_neg,10,42,A still painting of fruits,grapes,0.3593635559082031,0.26909393072128296
lcm,dd_baseline,10,1337,A still painting of fruits,grapes,0.3160020112991333,0.24737319350242615
lcm,dd_with_neg,10,1337,A still painting of fruits,grapes,0.32972395420074463,0.24638152122497559
lcm,dd_baseline,10,2025,A still painting of fruits,grapes,0.3396608829498291,0.2560257315635681
lcm,dd_with_neg,10,2025,A still painting of fruits,grapes,0.3359280824661255,0.2621559202671051
lcm,dd_baseline,11,42,A still painting of fruits,apples,0.34629857540130615,0.2817009687423706
lcm,dd_with_neg,11,42,A still painting of fruits,apples,0.3487013876438141,0.27438491582870483
lcm,dd_baseline,11,1337,A still painting of fruits,apples,0.3121412396430969,0.28387451171875
lcm,dd_with_neg,11,1337,A still painting of fruits,apples,0.3288223445415497,0.2532312870025635
lcm,dd_baseline,11,2025,A still painting of fruits,apples,0.33495962619781494,0.27419769763946533
lcm,dd_with_neg,11,2025,A still painting of fruits,apples,0.33779340982437134,0.27331840991973877
lcm,dd_baseline,12,42,A landscape,mountains,0.2935118079185486,0.25253909826278687
lcm,dd_with_neg,12,42,A landscape,mountains,0.3060053586959839,0.24039679765701294
lcm,dd_baseline,12,1337,A landscape,mountains,0.2815364599227905,0.2238606959581375
lcm,dd_with_neg,12,1337,A landscape,mountains,0.2958481013774872,0.24107179045677185
lcm,dd_baseline,12,2025,A landscape,mountains,0.3170481026172638,0.2501785159111023
lcm,dd_with_neg,12,2025,A landscape,mountains,0.3015555739402771,0.257784366607666
lcm,dd_baseline,13,42,A landscape,trees,0.29156243801116943,0.2338915765285492
lcm,dd_with_neg,13,42,A landscape,trees,0.2916107773780823,0.23643606901168823
lcm,dd_baseline,13,1337,A landscape,trees,0.295153945684433,0.2193499505519867
lcm,dd_with_neg,13,1337,A landscape,trees,0.27340054512023926,0.1880955547094345
lcm,dd_baseline,13,2025,A landscape,trees,0.30158230662345886,0.22063258290290833
lcm,dd_with_neg,13,2025,A landscape,trees,0.30366507172584534,0.22390532493591309
lcm,dd_baseline,14,42,A room with furniture,window,0.2989613711833954,0.21458891034126282
lcm,dd_with_neg,14,42,A room with furniture,window,0.28385141491889954,0.2023271918296814
lcm,dd_baseline,14,1337,A room with furniture,window,0.2917352318763733,0.23724409937858582
lcm,dd_with_neg,14,1337,A room with furniture,window,0.272441565990448,0.22962841391563416
lcm,dd_baseline,14,2025,A room with furniture,window,0.2936672866344452,0.2173258364200592
lcm,dd_with_neg,14,2025,A room with furniture,window,0.28176337480545044,0.19510166347026825
lcm,dd_baseline,15,42,A room with furniture,bed,0.29030436277389526,0.22245648503303528
lcm,dd_with_neg,15,42,A room with furniture,bed,0.3067314326763153,0.24655988812446594
lcm,dd_baseline,15,1337,A room with furniture,bed,0.30025234818458557,0.3004657030105591
lcm,dd_with_neg,15,1337,A room with furniture,bed,0.29060545563697815,0.25745874643325806
lcm,dd_baseline,15,2025,A room with furniture,bed,0.2941955327987671,0.23577283322811127
lcm,dd_with_neg,15,2025,A room with furniture,bed,0.28833824396133423,0.20786261558532715
lightning,dd_baseline,0,42,A photo of a person,male,0.2505533695220947,0.2026393562555313
lightning,dd_with_neg,0,42,A photo of a person,male,0.26993077993392944,0.19795404374599457
lightning,dd_baseline,0,1337,A photo of a person,male,0.2613791823387146,0.20182715356349945
lightning,dd_with_neg,0,1337,A photo of a person,male,0.2606777250766754,0.22279617190361023
lightning,dd_baseline,0,2025,A photo of a person,male,0.23734621703624725,0.1911153793334961
lightning,dd_with_neg,0,2025,A photo of a person,male,0.24165308475494385,0.19201090931892395
lightning,dd_baseline,1,42,A photo of a person,female,0.2505533695220947,0.19851478934288025
lightning,dd_with_neg,1,42,A photo of a person,female,0.2675396502017975,0.21373337507247925
lightning,dd_baseline,1,1337,A photo of a person,female,0.2613791823387146,0.21090024709701538
lightning,dd_with_neg,1,1337,A photo of a person,female,0.27641257643699646,0.21196365356445312
lightning,dd_baseline,1,2025,A photo of a person,female,0.23734621703624725,0.18277129530906677
lightning,dd_with_neg,1,2025,A photo of a person,female,0.24430400133132935,0.18967807292938232
lightning,dd_baseline,2,42,A photo of a person,old,0.2505533695220947,0.2259969264268875
lightning,dd_with_neg,2,42,A photo of a person,old,0.2637212872505188,0.21884754300117493
lightning,dd_baseline,2,1337,A photo of a person,old,0.2613791823387146,0.21324992179870605
lightning,dd_with_neg,2,1337,A photo of a person,old,0.2481861412525177,0.21336114406585693
lightning,dd_baseline,2,2025,A photo of a person,old,0.23734621703624725,0.19127070903778076
lightning,dd_with_neg,2,2025,A photo of a person,old,0.2505055069923401,0.21575886011123657
lightning,dd_baseline,3,42,A photo of a person,young,0.2505533695220947,0.22554641962051392
lightning,dd_with_neg,3,42,A photo of a person,young,0.27288028597831726,0.22161105275154114
lightning,dd_baseline,3,1337,A photo of a person,young,0.2613791823387146,0.22030112147331238
lightning,dd_with_neg,3,1337,A photo of a person,young,0.24814844131469727,0.21827544271945953
lightning,dd_baseline,3,2025,A photo of a person,young,0.23734621703624725,0.208656907081604
lightning,dd_with_neg,3,2025,A photo of a person,young,0.25896161794662476,0.22923921048641205
lightning,dd_baseline,4,42,A photo of a person,bright lighting,0.2505533695220947,0.2169329822063446
lightning,dd_with_neg,4,42,A photo of a person,bright lighting,0.24830979108810425,0.21238933503627777
lightning,dd_baseline,4,1337,A photo of a person,bright lighting,0.2613791823387146,0.17733299732208252
lightning,dd_with_neg,4,1337,A photo of a person,bright lighting,0.23840606212615967,0.20415446162223816
lightning,dd_baseline,4,2025,A photo of a person,bright lighting,0.23734621703624725,0.18329447507858276
lightning,dd_with_neg,4,2025,A photo of a person,bright lighting,0.258882999420166,0.18457970023155212
lightning,dd_baseline,5,42,A photo of a person,dark lighting,0.2505533695220947,0.24426259100437164
lightning,dd_with_neg,5,42,A photo of a person,dark lighting,0.2529376149177551,0.21380043029785156
lightning,dd_baseline,5,1337,A photo of a person,dark lighting,0.2613791823387146,0.20673590898513794
lightning,dd_with_neg,5,1337,A photo of a person,dark lighting,0.2657386064529419,0.20137391984462738
lightning,dd_baseline,5,2025,A photo of a person,dark lighting,0.23734621703624725,0.2052183747291565
lightning,dd_with_neg,5,2025,A photo of a person,dark lighting,0.26604577898979187,0.2105029821395874
lightning,dd_baseline,6,42,A photo of a pet,dog,0.26253190636634827,0.28076276183128357
lightning,dd_with_neg,6,42,A photo of a pet,dog,0.27180016040802,0.22840367257595062
lightning,dd_baseline,6,1337,A photo of a pet,dog,0.2800854742527008,0.24456742405891418
lightning,dd_with_neg,6,1337,A photo of a pet,dog,0.26101911067962646,0.23367702960968018
lightning,dd_baseline,6,2025,A photo of a pet,dog,0.27723345160484314,0.27551108598709106
lightning,dd_with_neg,6,2025,A photo of a pet,dog,0.26226183772087097,0.25672680139541626
lightning,dd_baseline,7,42,A photo of a pet,cat,0.26253190636634827,0.274217426776886
lightning,dd_with_neg,7,42,A photo of a pet,cat,0.2943056523799896,0.2827841341495514
lightning,dd_baseline,7,1337,A photo of a pet,cat,0.2800854742527008,0.272643119096756
lightning,dd_with_neg,7,1337,A photo of a pet,cat,0.2676306366920471,0.2113650143146515
lightning,dd_baseline,7,2025,A photo of a pet,cat,0.27723345160484314,0.20238888263702393
lightning,dd_with_neg,7,2025,A photo of a pet,cat,0.2657019793987274,0.1809142529964447
lightning,dd_baseline,8,42,A photo from the 1960s,colour,0.1872173547744751,0.21977247297763824
lightning,dd_with_neg,8,42,A photo from the 1960s,colour,0.20068617165088654,0.21290560066699982
lightning,dd_baseline,8,1337,A photo from the 1960s,colour,0.2077886462211609,0.20281587541103363
